Include,Condition_Tracking,textcomp,Ifnd,external_lfdn,tester,dispcode,lastpage,quality,duration,c_0001,c_0002,AgreeInformedConsent,EmpathicConcern_1,EmpathicConcern_2_R,EmpathicConcern_3,EmpathicTendency_4,EmpathicConcern_5_R,EmpathicConcern_6_R,EmpathicConcern_7,brieflydescribe,thoughtsfeels,Identification_1,Identification_2,Identification_3,Identification_4,Identification_5,Identification_6,Identification_7,Identification_8,Identification_9,Identification_10,Responsibility_1,Responsibility_2,Appreciation_1,Appreciation_2,Appreciation_3,Enjoyment_1,Enjoyment_2,Enjoyment_3,NarrativeEngagement_1_R,NarrativeEngagement_2_R,NarrativeEngagement_3_R,NarrativeEngagement_4_R,NarrativeEngagement_5_R,NarrativeEngagement_6_R,NarrativeEngagement_7,NarrativeEngagement_8,NarrativeEngagement_9,NarrativeEngagement_10,NarrativeEngagement_11,NarrativeEngagement_12,BogusItem,percentagedonated,whydonate,Whereshe,Howfriends,Whytears,Why1,Whentip,Whoch,MTurkorCrowdflower,MTurkorCrowdflower_other,CrowflowerContributorID,Gender,gender_other,Age,Nationality,CountryResidency,LivedHomeless,FirstLanguage,FirstLanguage_Other,Occupation_unemployed,Occupation_student,Occupation_bluecollar_service,Occupation_clerical,Occupation_selfemployed,Occupation_professionalmanagerial,Occupation_otheryn,Occupation_otherwhat,condition,condition_other,storyoff_yn,storyoff_what,otherissues,comments,Data_quality_carefully_answered,Data_quality_participated_morethanonce,browser,referer,participant_browser,participant_browser_version,participant_os,participant_device,participant_brand,participant_model,participant_isbot,participant_continent,participant_country,participant_region,participant_city,participant_latitude,participant_longitude,quota,quota_assignment,page_history,hflip,vflip,output_mode,javascript,flash,session_id,language,cleaned,ats,datetime,date_of_last_access,date_of_first_mail,rts1496361,rts1496371,rts1496372,rts1496373,rts1496429,rts1496442,rts1496445,rts1496447,rts1496449,rts1501165,rts1624135,rts1646780,rts1646798,rts1693823,rts1693825,rts1693827,rts1693829,rts1693831,rts1693833,rts1693835,rts1693837,rts1693839,rts1693841,rts1693843,rts1693845,rts1693886,tic
yes,Nicht Interaktiv,5,699,0,0,31,1496374,-77,546,-66,-66,1,4,2,7,6,5,5,7,"This guy lost his house, and had to stand time with his family and friend. He also had kids so it made it more difficult to spend a lot fo time in one place. finally a coplue hel`ped him",I think the story is touching but a little too long. it could have been resumed in just 4 paragraphs,2,4,3,7,5,1,2,4,6,5,6,1,5,3,6,2,4,1,3,3,4,6,2,6,2,5,4,1,1,6,7,10,Because we have to donate. even if its a smll amount if every single one of us donates 10% this will be a better world,4,3,3,1,3,1,-77,-66,38365411,1,-99,26,American,USA,2,1,-99,0,0,0,0,1,0,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,4dff3b767a51b71012014c32169c9297,1,0,1467469245,02/07/16 14:20,02/07/16 14:29,0000-00-00 00:00:00,38,332,372,475,319,34,285,299,487,293,489,268,443,498,0,546,0,0,0,0,0,0,0,0,0,7,f4e2e7af95c76cc9bf4ec488484e9a68
no - participated more than once,700,,700,0,0,31,1496374,-77,397,-66,-66,1,6,2,6,7,7,5,7,Basically the main character needed help on finding temporary shelter. Eventually they find help.,"The story was interesting, and was entertaining to read.",6,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,7,4,6,7,6,7,7,6,7,1,I need the money I'm earning.,4,1,3,1,2,4,-77,-66,12686314,2,-99,40,American,United States,3,1,-99,0,0,1,0,0,0,0,-99,2,-99,1,-99,-99,The story was interesting to read,1,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,5c1f95cec1a1ee36495fa51c4c8483e7,1,0,1467470863,02/07/16 14:47,02/07/16 14:54,0000-00-00 00:00:00,26,265,273,346,259,23,224,236,353,228,361,211,318,375,397,0,0,0,0,0,0,0,0,0,0,5,edf14a763e15c3175d547b18818b676a
yes,Nicht Interaktiv,6,701,0,0,32,1496374,-77,-1,-66,-66,1,3,5,2,7,1,7,6,"This single parten lost his home because he didnt have law proteccion, and had to go to diferent places looking for shelter. Friend and family wlecomed him but he didnt want to overstay his walcome so he kept leaving. Finally, an old couple save him and his kids from the situation","It was a good stoy, about the how people that you dont know can help you.",2,5,7,7,6,6,3,3,5,6,6,6,7,4,5,2,3,6,6,2,5,5,3,4,7,1,6,3,3,6,7,50,Because is a fair donation from a bonus payment.,4,3,1,1,3,1,-77,-66,38354787,2,-99,32,American,USA,3,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,c5c67ec6eaf2004d5b418b3fb0bfec20,1,0,1467472431,02/07/16 15:13,02/07/16 15:57,0000-00-00 00:00:00,25,2481,2499,2567,2473,23,2427,2452,2579,2441,2580,2400,2543,2587,0,0,0,0,0,2638,0,0,0,0,0,9,efa981ae90eba00cfd02ee46a661ad9d
yes,Interaktiv,4,702,0,0,31,1496374,-77,1585,-66,-66,1,4,1,7,7,1,1,7,I was so unlucky that I couldn't stay in my place and had to ask my family and friends for help while I was not able to solve my situation.,"I think this kind of things happens all the time, I can see it around myself and it is really painful. I try to help others if I can, in fact, I have found myself in situations like this and all what you need is to know that someone else is there for you. I have been helped by relatives and friends, if someone needs me, I help them also.",4,6,7,7,7,7,4,7,7,7,1,1,7,7,7,6,6,6,3,4,3,4,4,3,4,6,7,6,7,7,7,10,"If I was in a situation like this, I would like to find a place where some people could help me and feel saved. I have seen in my country mothers and children in the streets, homeless, alone.",4,3,3,1,1,1,-77,-66,-99,1,-99,31,venezuelan,Venezuela,1,6,spanish,0,0,0,0,1,1,1,"teacher, journalist",2,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,861,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,da5f673a70de5d5204fe48d3ebbd7990,1,0,1467472701,02/07/16 15:18,02/07/16 15:44,0000-00-00 00:00:00,164,1056,1177,1484,1001,159,838,883,1526,854,1531,765,1407,1546,0,1585,0,0,0,0,0,0,0,0,0,13,3480d7d3532735bb9bf8c02452a84dbd
yes,Nicht Interaktiv,6,703,0,0,22,1693827,-77,1333,-66,-66,1,7,1,7,6,1,1,7,The person with three kids became homeless and struggled to survive ultimately ending up in a shelter,I have been homeless also but just by myself so I can only imagine the struggle with a job and three kids,7,4,7,7,7,7,7,7,7,5,2,3,7,5,6,1,1,6,1,1,1,1,1,1,1,1,2,4,3,5,7,10,I wanted to help but I am also using this site as my only income I have five children I wish I could give more,4,3,1,1,3,1,-77,-66,22096649,1,-99,31,black,usa,1,1,-99,0,0,1,0,0,0,0,-99,1,-99,1,-99,No,No,1,2,"Mozilla/5.0 (Linux; Android 6.0; LGLS770 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/38.0.2125.102 Mobile Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,fd81c3ee6ce89c2e2a5c4423ac8b0714,1,0,1467473805,02/07/16 15:36,02/07/16 15:59,0000-00-00 00:00:00,52,1153,1202,1309,1138,50,1078,1107,1326,1085,1333,1046,1267,1340,0,0,0,0,0,0,0,0,0,0,0,13,99a9d548e21124a482c1b5c6b92293c7
yes,Interaktiv,4,704,0,0,22,1693845,-77,563,-66,-66,1,5,5,4,5,2,2,5,being evicted due to landlords fault. finding it difficult to find another home.,it is very sad that this can happen,7,5,5,6,6,6,6,5,7,6,6,5,5,5,5,2,2,3,4,4,4,4,4,4,4,3,5,5,4,4,7,100,to help,1,3,3,1,3,1,-77,-66,14528761,2,-99,42,British,UK,3,1,-99,0,0,0,0,0,1,0,-99,2,-99,1,-99,no,none,1,2,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,5ae1900195649f4327ba28f61c6397ab,1,0,1467474264,02/07/16 15:44,02/07/16 15:53,0000-00-00 00:00:00,48,437,456,545,426,46,360,383,557,364,563,338,500,570,0,0,0,0,0,0,0,0,0,0,0,5,94ccc54ada57e11e501bef68649c1e16
yes,Nicht Interaktiv,5,705,0,0,22,1693845,-77,559,-66,-66,1,4,4,4,4,4,4,4,this person was kicked out of her home because her landlord was negligent in paying the mortgage. through using her resources and leaning on family and friends she was able to come through it,no,4,4,4,5,6,5,4,4,4,4,1,1,7,5,5,5,6,6,1,1,1,3,1,1,4,5,4,4,6,5,7,100,"it; only a dollar i don't need it, so why not give it all to someone who does.",4,1,1,1,3,1,-77,-66,24403612,1,-99,30,canadian,canada,3,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,770d0d562a00a6accd44962386e6796c,1,0,1467474509,02/07/16 15:48,02/07/16 15:58,0000-00-00 00:00:00,31,428,449,545,415,29,352,371,556,359,559,327,515,577,0,0,0,0,0,0,0,0,0,0,0,14,5d60dd3fcb1f7734afca3dce57cce5a0
no - bogus item,706,,706,0,0,31,1693866,-77,783,-66,-66,1,1,6,7,2,2,3,5,This guy lonely parent was evicted from his home and didnt have any proteccion from the law. so he spend his days looking for a shelter or somewhere to stay. while frinds and family run away from his situation an old couple helped them,it was a pretty sad tory specially the part of his friend kinda turning their back at him indirectly,5,5,7,7,3,6,6,6,5,6,7,7,2,6,7,6,5,4,2,2,6,1,7,5,2,6,7,6,4,3,4,20,I think its good to donate something for a good cause,4,3,1,1,3,1,-77,-66,38399833,2,-99,30,American,USA,1,1,-99,0,0,0,0,0,1,0,-99,2,-99,1,-99,-99,-99,-77,-77,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,06258e44982c9843cb3217de4b9ce485,1,0,1467476548,02/07/16 16:22,02/07/16 16:35,0000-00-00 00:00:00,16,711,727,772,699,14,667,683,780,674,783,473,750,0,0,0,0,0,0,0,0,0,0,0,0,4,741c7e9b1db46b3fd1762d0088754f07
yes,Nicht Interaktiv,4,707,0,0,31,1496374,-77,876,-66,-66,1,7,2,6,2,4,4,6,July 4th harry potter movie exclisiva,no,6,5,5,4,6,5,6,5,6,3,4,3,6,6,7,7,7,7,5,2,3,2,3,2,5,4,3,2,6,5,7,50,because these people it may need much besides sounds good what they do.,1,3,1,1,1,1,-77,-66,jerryjack1711,2,-99,34,American,USA,4,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.106 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,861,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,8eabd94ea770562a793aba26c4fa4ee5,1,0,1467478128,02/07/16 16:48,02/07/16 17:03,0000-00-00 00:00:00,67,600,663,808,570,64,461,505,836,479,842,403,742,858,0,0,0,0,0,876,0,0,0,0,0,18,9a75a9679bee10a5ed06bdc0e7caddec
yes,Interaktiv,3,708,0,0,31,1496374,-77,1837,-66,-66,1,7,7,7,7,1,1,7,"A person becomes homeless, has to choose to live a distance with mom, a strict sleep schedule with brother due to new baby, or sister with multiple cats with is allergic to. Also has the option of best friend or car. All summed up stays with mom temporarily.","Wonderful story, GOD is great and will get anyone through tough times.",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,7,4,7,7,7,7,7,1,-99,4,1,3,1,3,3,-77,-66,22052203,2,-99,32,Italian,USA,1,1,-99,0,0,0,0,0,1,0,-99,2,-99,1,-99,Great Story,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,669742b207c347920c184a7ab2f31c5c,1,0,1467479207,02/07/16 17:06,02/07/16 17:37,0000-00-00 00:00:00,65,1534,1543,1722,1494,62,1389,1414,1792,1396,1797,1337,1618,1808,1837,0,0,0,0,0,0,0,0,0,0,4,e73ca55f750033f8f559ca726e8e12ff
yes,Interaktiv,6,709,0,0,31,1496374,-77,1292,-66,-66,1,6,2,5,5,5,2,6,"It started with the mail and the person having 4 days to leave, after all she has tried to find a place from family to friends she found her self some what homeless Till her best friend offered her a place",When I read this I wanted to reach out and help her and her kids makes feel bad for the way people can be,6,6,5,6,6,5,6,6,7,7,5,6,7,7,6,5,6,7,2,2,1,2,2,2,6,6,6,6,6,5,7,1,no reason,4,3,1,1,3,1,-77,-66,5736016,1,-99,30,english,canada,2,1,-99,0,0,0,1,0,0,0,-99,2,-99,1,-99,none,I'm glad she had the help from her friend,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,447d9fe004ee192489c919d3a9fa152c,1,0,1467479534,02/07/16 17:12,02/07/16 17:33,0000-00-00 00:00:00,81,1047,1059,1178,1034,73,933,968,1206,948,1226,888,1130,1254,1292,0,0,0,0,0,0,0,0,0,0,17,eb706bf3014b65462028d0b1a713c644
yes,Nicht Interaktiv,6,710,0,0,22,1646780,-77,-1,-66,-66,1,6,1,6,6,2,1,6,The poor person was evicted from their rental because the landlord didn't pay the mortgage. S/He was forced to stay with friends and search for a home with little to no luck.,It was such a sad story on how you can end up homeless by no fault of your own.,3,2,5,6,5,4,4,4,7,5,2,2,5,4,5,2,2,4,2,2,1,2,2,2,3,2,2,4,6,6,7,1,I already donate to habitat for humanity,4,3,1,1,3,1,-77,-66,749174,1,-99,35,American,USA,1,1,-99,0,0,0,0,0,0,1,Home maker,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,13517520d66b52863e29d7e9c5e4f01d,1,0,1467480357,02/07/16 17:25,06/07/16 07:48,0000-00-00 00:00:00,37,884,898,1001,849,34,769,801,1024,786,1069,707,950,1081,0,0,0,0,0,0,0,0,0,0,0,6,408f28178741e398aab4e2a3550be7b2
yes,Nicht Interaktiv,6,711,0,0,31,1496374,-77,1102,-66,-66,1,5,2,5,6,5,5,6,"A single mother of three lost her home because her landlords defaulted on their mortgage. Because of the influx of renters after the housing market collapsed (even with the market recovery), affordable housing was sparse and most landlords didn't want to consider her due to her family and single fixed income. The woman and her family bounced around from various family members and friends, and finally found a place to live due to the kindness of one of her college friends.","I really felt bad for this woman trying to raise a family of three on her own while trying to look for a place to live (I may be single, but I know the feeling of being unable to find affordable housing all too well). It's a very sad testament to the housing crisis we're still in -- despite all the market indicators that say we're past it now -- and how few people are willing to actually HELP someone in need.",6,7,7,7,6,6,6,6,7,6,2,2,7,6,7,5,3,5,1,1,1,2,2,2,6,5,6,6,6,7,7,50,"The story really made me think about people struggling with homelessness. As much as I would like to have had the full bonus payment, I realized it would be no hardship for me to give half of what I would have received to help people in need.",4,3,1,1,3,1,-77,-66,30908242,1,-99,27,American,USA,3,1,-99,0,0,0,1,0,0,0,-99,1,-99,1,-99,I didn't encounter any issues with the survey.,Thank you for acknowledging and presenting the issues people have with finding affordable housing.,1,2,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,769985b812856d923c1d9da58c82e868,1,0,1467480721,02/07/16 17:32,02/07/16 17:50,0000-00-00 00:00:00,55,832,937,1020,802,53,733,758,1044,744,1073,661,980,1082,0,0,0,0,0,1102,0,0,0,0,0,25,64b56eda054043494d05616c080f5204
yes,Interaktiv,5,712,0,0,22,1693825,-77,1098,-66,-66,1,4,3,3,1,1,3,5,The person was going to be evicted from his house The person tried to find counsil and help from his family and best friends,Was a long and complicated story with must of the actions leading to dead ends,1,4,5,5,3,4,5,4,4,1,3,3,4,5,5,7,7,7,5,1,4,1,4,3,5,4,5,3,4,3,7,1,"The amount is to low for a donation from my point of view, If im going to donate money would be for a beneficiary that I choose and a more modest amount",4,3,1,3,3,1,-77,-66,38365140,2,-99,26,American,USA,3,1,-99,0,0,0,0,0,1,0,-99,2,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,49a22d8e34ce198aad55008a37b8509b,1,0,1467483816,02/07/16 18:23,02/07/16 18:42,0000-00-00 00:00:00,81,688,757,1072,658,77,494,562,1095,524,1098,435,1028,1110,0,0,0,0,0,0,0,0,0,0,0,26,92e9f0266d4c7930c0f820520c263b73
yes,Nicht Interaktiv,5,713,0,0,22,1693845,-77,875,-66,-66,1,5,3,6,6,2,2,7,A single mother and her children were kicked out of their rental after the landlord was behind on the mortgage. She had to find places to stay like relatives and friends houses.,I felt bad for her and her children for not having a home to stay in. I know how it feels to be in a stressful situation like that as I experienced it as a kid for a month. Its not fun having to live in a van.,5,6,6,6,7,7,6,7,6,6,4,4,7,7,6,6,5,5,1,3,2,4,5,4,5,5,5,6,6,7,7,100,I like to support Habitat for Humanity any way I can. Who knows if I would ever need such a service in my lifetime. Hopefully I don't but its nice to know the service is available if needed.,4,1,1,1,3,1,-77,-66,38122344,2,-99,33,Canadian,Canada,1,1,-99,0,0,0,0,0,0,1,Mechanic,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.49 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,22a548533c0b5e7bc24a3f3765eb073f,1,0,1467484607,02/07/16 18:36,02/07/16 18:51,0000-00-00 00:00:00,46,671,722,827,654,42,584,609,872,595,875,548,783,892,0,0,0,0,0,0,0,0,0,0,0,15,caf7b55d6df2f6b1ae4577381a557a9d
no - bogus item,714,,714,0,0,31,1693866,-77,353,-66,-66,1,5,4,4,5,6,6,5,story about a letter,no,2,3,2,5,6,3,6,2,5,3,5,5,5,6,2,3,5,6,5,5,6,3,5,6,2,6,6,4,5,3,2,80,no,2,1,2,2,3,2,-77,-66,33801943,1,-99,29,usa,usa,1,1,-99,0,0,0,0,1,0,0,-99,1,-99,1,-99,no,no,-77,-77,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,a1b09874927cb38648504dbe4c4172c0,1,0,1467485716,02/07/16 18:55,02/07/16 19:01,0000-00-00 00:00:00,34,254,263,332,247,20,190,210,348,196,353,174,276,0,0,0,0,0,0,0,0,0,0,0,0,7,0ffa94d9a2bd49d1b69edeca036af36f
no- text comprehension,715,0,715,0,0,22,1693835,-77,314,-66,-66,1,5,3,5,5,6,5,4,a very sad story of that journey,yes,5,6,5,4,5,5,4,6,4,6,6,5,4,5,5,4,5,5,5,4,5,4,4,5,5,5,5,4,4,4,7,50,a little help pra who need it,3,2,4,2,4,2,-77,-66,35180473,2,-99,29,gran bretaê±a,gran breta–a,1,1,-99,0,0,0,0,1,0,0,-99,2,-99,1,-99,any,any,1,2,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,6d57abfe35ff354e0fd252ee973a9815,1,0,1467486616,02/07/16 19:10,02/07/16 19:15,0000-00-00 00:00:00,25,202,226,298,194,20,149,162,307,154,314,135,236,327,0,0,0,0,0,0,0,0,0,0,0,7,e35e4b2832cb29a42bbb501bae1ae096
yes,Interaktiv,6,716,0,0,22,1693827,-77,969,-66,-66,1,6,2,5,6,5,3,4,"A parent of three children finds his or herself homeless after being evicted. He or she couch surfs while the children are at a family reunion, staying with relatives and friends, and sleeping in the car. He or she eventually ends up staying with the children at a good friend's house.","It's sad. I don't really understand how there were really no options to rent, but it's awful.",3,2,5,5,5,5,5,4,6,4,1,1,3,5,5,2,3,2,2,4,2,5,5,5,2,1,1,4,3,6,7,10,I'm a college student who really does need the money. I do recognize that others need it too though.,4,3,1,1,3,1,-77,-66,15avh01,1,-99,19,American,USA,3,1,-99,0,1,0,0,0,0,0,-99,2,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,ea0cf5a2a86cac07c23103a77a32b899,1,0,1467487651,02/07/16 19:27,02/07/16 19:44,0000-00-00 00:00:00,52,855,891,954,804,49,729,753,968,736,969,677,927,991,0,0,0,0,0,0,0,0,0,0,0,13,326802c0439ac114121899c4369a6dd9
